path,workload,rep,state,correct,ttft_ms,end_to_end_ttft_ms,completion_ms,input,cached,uncached,output,reasoning,stream_s,total_completion_ms,completion_tail_ms,final_answer_first_text_ms,stream_characters_per_s,approx_visible_tokens_per_s,run_first_text_ms,setup_ms,server_admission_ms,server_model_to_text_ms
hosted,schedule,3,fresh_session,True,6508.367583000101,10646.668000000063,13826.393333000131,18443,15616,2827,275,43,6.755965541999787,17964.693750000093,562.0602080002427,6508.367583000101,93.25091966255323,34.34002120906722,,4138.300416999962,719,5611
hosted,schedule,3,followup,True,3697.079583999701,3697.079583999701,10699.50608399976,19077,18304,773,230,0,6.743427541000303,10699.50608399976,258.9989589997567,3697.079583999701,93.4243003531328,34.107284255905626,,0,275,3362
agents,schedule,3,fresh_session,True,14900.972666000016,14900.972666000016,15312.175666000228,7555,0,7555,274,42,0.1910321670002304,15312.175666000228,220.17083299998194,14900.972666000016,3297.873912508359,1214.4551550824433,,,,
agents,schedule,3,followup,True,9101.458083000034,9846.585874000099,13596.45529199997,8188,7552,636,230,0,0.28751454199990256,14341.583083000034,4207.482667000033,9101.458083000034,2191.1935153534373,799.9595373512549,,745.1277910000645,,
nanocodex,long_output,3,fresh_session,True,17942.73366699973,17942.73366699973,68362.09058299987,8767,0,8767,2144,462,50.2262809580001,68362.09058299987,193.07595800003037,17942.73366699973,99.27073844406996,33.48844405594177,17598.270374999847,344.46329199988395,,
nanocodex,long_output,3,followup,True,4346.695584000088,4346.695584000088,54676.33050000016,12279,8576,3703,1680,0,50.18769762500003,54676.33050000016,141.93729100003839,4346.695584000088,99.34705587124445,33.474338921718946,3955.033834000118,0,,
hosted,long_output,3,fresh_session,True,21227.771250000224,24511.261125000194,71976.6708750003,19452,17920,1532,2077,395,50.24715329199983,75260.16075000027,501.74633300025016,21227.771250000224,99.22950203815532,33.47453317853535,,3283.48987499997,480,20663
hosted,long_output,3,followup,True,3677.6724999998696,3677.6724999998696,54180.298708999995,22924,19328,3596,1680,0,50.25361666700011,54180.298708999995,249.00954200001433,3677.6724999998696,99.21673962372029,33.43042971677699,,0,455,3163
agents,long_output,3,fresh_session,True,16603.70524999965,16603.70524999965,38425.11174999969,8564,0,8564,2118,436,18.113241750000046,38425.11174999969,3708.1647499999963,16603.70524999965,275.26823021616144,92.86024132041388,,,,
agents,long_output,3,followup,True,5358.977707999758,5892.225916999392,26242.50616599992,12050,8561,3489,1680,0,16.59844454200007,26775.754374999553,4285.0839160000905,5358.977707999758,300.3895929756319,101.21430328902157,,533.2482089996338,,
codex,long_output,3,fresh_session,True,17296.068541999906,25729.19554199977,64980.8711249996,16167,0,16167,2041,359,47.540256749999706,73413.99812499946,144.54583299998194,17296.068541999906,104.87953454311184,35.3805409349206,,8433.126999999862,,
codex,long_output,3,followup,True,4950.000459000003,4950.000459000003,55335.30354200024,22980,6784,16196,1680,0,50.26161470800033,55335.30354200024,123.6883749999106,4950.000459000003,99.20095144110759,33.425109992190286,,0,,
hosted,long_context,3,fresh_session,True,7628.840459000319,11663.542042999994,15554.089000000153,32777,9472,23305,284,28,7.46321016599983,19588.790583999828,462.0383750000037,7628.840459000319,80.79633114810153,34.301593323240446,,4034.7015839996748,765,6230
hosted,long_context,3,followup,True,2861.6590419998392,2861.6590419998392,10577.237333000172,47754,32640,15114,254,0,7.483497416000348,10577.237333000172,232.0808749999851,2861.6590419998392,80.57729781675813,33.94134932911537,,0,496,2264
agents,long_context,3,fresh_session,True,10517.395000000019,10517.395000000019,16073.170249999966,21889,0,21889,278,22,2.673453375000041,16073.170249999966,2882.321874999907,10517.395000000019,225.55096925899846,95.7562987235549,,,,
agents,long_context,3,followup,True,5538.2170409997925,6214.929374000058,11143.076915999874,36860,21886,14974,254,0,2.0438974589998833,11819.78924900014,3560.9624160001986,5538.2170409997925,295.0245851839647,124.27237916538479,,676.7123330002651,,
codex,long_context,3,fresh_session,True,5341.229874999728,6137.473832999822,12899.57595800003,30286,0,30286,276,20,7.291346666000318,13695.819916000124,266.99941699998453,5341.229874999728,82.70077224716252,35.11011226413533,,796.2439580000937,,
codex,long_context,3,followup,True,2881.5160410003737,2881.5160410003737,10555.917000000365,47865,30080,17785,254,0,7.366973708999809,10555.917000000365,307.42725000018254,2881.5160410003737,81.85179204092306,34.47820095919479,,0,,
nanocodex,long_context,3,fresh_session,True,3089.63049999997,3089.63049999997,11116.264291999862,22092,0,22092,276,20,7.494377291999757,11116.264291999862,532.2565000001341,3089.63049999997,80.46032065181748,34.15894210093744,2781.3612080002204,308.26929199974984,,
nanocodex,long_context,3,followup,True,2927.6238750000484,2927.6238750000484,10603.420708000194,37061,21888,15173,254,0,7.483862166000065,10603.420708000194,191.9346670000814,2927.6238750000484,80.5733706239927,33.93969508871334,2232.2476249998435,0,,
